-1.6636466	6.8383375
-7.8340801	3.093586
-1.9748021	-5.0582075
-1.5812416	-4.7741822
-2.0357666	-3.9500248
-8.6703595	3.7047855
-1.6438634	-4.3482314
-1.5918177	-5.2688846
-1.4800267	6.9050755
-1.3390733	-3.9840631
-1.8408831	6.4721595
-8.5382253	3.1998487
-1.8467346	6.2826459
-1.5526542	-4.5266302
-2.2629793	-4.6950858
-2.0566393	6.8234491
-1.9207504	-4.8676956
-1.94522	6.8098001
-1.8707975	6.8802474
-7.7453154	3.912403
-8.2381809	3.7846965
-1.4537524	-5.508579
-1.9086283	6.8024441
-2.2104284	-5.4036962
-1.2833434	-5.2065112
-8.0259391	3.957747
-1.3183201	-4.663725
-1.8895071	6.5590229
-1.5112128	-4.4459916
-1.6018429	-4.7070146
-8.409444	3.9318684
-1.8991765	-4.0214677
-1.2877147	-4.4790147
-2.1379026	-4.3922803
-1.6355781	6.6319784
-2.187683	-4.5354929
-1.8498296	6.8877304
-1.4150105	-4.5463502
-1.8834159	6.9927029
-1.8529281	7.4913624
-1.8984429	-5.0152371
-2.0498033	-5.078562
-1.8858304	7.2183865
-1.9843605	-5.1910088
-8.2831963	3.8813244
-1.7902296	6.5699905
-7.8822963	3.8846562
-0.4716417	-3.9714399
-2.0459558	7.131728
-1.7478532	5.7504378
-1.9036994	-4.1206135
-7.5743371	3.5430966
-1.754817	6.7416751
-1.1863225	-3.9424267
-8.7948801	3.5969486
-1.319837	-4.2283945
-1.8401676	-4.2927491
-0.7269999	-4.2736806
-1.7955092	-5.1437331
-1.7313373	6.8924389
-1.7296929	7.0568746
-2.5519781	-4.7844573
-1.99459	-5.1829937
-1.7581443	6.515937
-2.7412057	-4.7767637
-1.7064484	6.3916408
-1.6108752	7.0368161
-1.5285449	-4.9452721
-8.0835463	4.0444282
-8.1827882	3.8492551
-1.5888622	-4.4832241
-7.9126178	3.1630697
-2.6263241	-3.7803158
-1.6438801	6.1780271
-2.1063195	-4.7749471
-2.1350887	7.4630372
-1.7951108	-4.4123504
-1.5584529	-4.3297634
-8.4173621	3.5010936
-1.4765884	-3.958339
-1.2743034	-4.3866663
-7.8232412	3.831946
-8.2624144	4.3301841
-1.7676958	6.3011596
-1.6275084	-4.892595
-1.9928788	6.8661982
-1.7446756	6.8945578
-2.0184475	-4.0992815
-1.8248594	-4.913979
-1.1018032	-4.8429531
-7.827446	3.8571671
-1.6599092	6.26112
-1.3477318	-4.55656
-1.4941677	-4.0519954
-1.3054914	-4.0221867
-7.7596985	3.3915128
-2.2103718	7.1907902
-8.2466674	3.7568772
-1.8209101	6.8647602
-1.8608621	6.4350658
-1.4813815	-5.236125
-1.9978109	-4.2737576
-1.3571723	-4.4085086
-8.0354858	3.3270676
-2.5428196	-5.1459515
-1.0107955	-5.0707296
-8.0091101	3.8060368
-0.9978271	-4.7490073
-1.6159412	-4.6114552
-2.0189974	6.6762757
-7.9406369	3.9543637
-1.2244872	-4.1902723
-1.6637273	-4.4314617
-8.1783793	3.2990134
-1.7859246	6.8313491
-1.9182078	-4.760692
-1.9441682	7.212834
-7.3565103	3.8217594
-1.4546368	-4.7672427
-0.8574041	-5.2960293
-7.7979828	3.8047221
-1.4507149	-3.8182535
-1.2472189	-3.3939001
-2.5602573	-4.4750796
-2.3078967	-3.8530783
-1.5196839	-4.5956152
-1.3552534	-4.757694
-1.1346443	-5.1659298
-1.8921348	6.6828061
-1.8569909	-4.7608085
-1.9246223	-3.7666331
-1.7716215	-5.1654418
-1.7572974	-4.5958488
-1.1371844	-5.1739577
-1.9740947	-5.1593576
-7.9911493	3.5103483
-1.6380005	-4.6631174
-1.5120458	-4.745875
-1.9829535	7.1456513
-1.087639	-5.4702428
-2.3986896	-4.3758898
-1.1287091	-4.0555054
-2.4069632	-5.2388698
-7.7070333	3.6710172
-8.8400741	3.5794532
-2.2555986	-5.1468387
-1.3098281	-3.5516924
-2.0317466	-4.642738
-1.1488413	-3.4367441
-2.2805612	-5.0517556
-1.6766051	6.5970858
-8.3525139	4.2187039
-2.683697	-4.9320403
-2.1079925	-5.3890284
-0.9792684	-4.9618683
-1.8292746	6.850862
-1.5293798	-4.5612846
-1.2637155	-3.7883637
-1.4571875	-4.4164527
-2.2062176	-4.2619052
-2.0547272	-4.6685007
-1.687006	5.852615
-1.6847257	6.7253351
-2.2678377	-5.1633008
-1.7956977	-5.4233715
-2.1749746	-4.9206555
-7.9857737	3.7129979
-1.7181641	-4.7088499
-2.0792854	-4.817114
-8.207685	4.2008571
-1.6580469	-4.4114578
-7.9661338	3.907519
-1.595625	-4.5374634
-1.9786771	6.4195073
-1.0840164	-3.9575994
-1.742852	-4.4311178
-1.5937945	-4.1926948
-1.1475252	-5.1719498
-7.8992226	4.1559547
-2.2386492	-5.6802101
-8.9671938	3.876127
-1.5918211	6.3871057
-1.7771072	-4.2567867
-7.8053513	3.5867879
-8.0530053	3.7641646
-1.869002	-5.0584971
-1.0205631	-4.2967238
-1.010584	-3.9094167
-1.3456416	-4.0526781
-1.9112698	-4.371596
-1.7798569	-3.9894148
-7.7240934	3.5732078
-8.5067917	3.8022375
-8.4931498	3.8908946
-1.8430439	-4.3627991
-1.8893896	-4.9571618
-2.0688262	-4.0825074
-1.5469031	-4.9992628
-1.4081732	-3.8947301
-8.2130193	3.5552203
-8.016359	3.8794687
-1.9491978	6.9363799
-2.376026	-4.336381
-1.8885802	6.4893073
-8.1061556	4.2854676
-1.6014554	-4.1369571
-7.741333	4.3336752
-1.6239174	-5.0018876
-7.8532467	3.457649
-1.701808	-5.0265484
-1.8513241	6.3611684
-1.4950545	-3.8127753
-0.9721324	-4.1163395
-1.7150735	-3.9416418
-1.857321	6.8717688
-1.4999441	-4.612283
-2.3870697	-4.8334425
-8.0453796	3.9463011
-7.8100464	3.3721188
-1.9766004	-5.5662307
-1.8337164	-4.4649226
-2.4823877	-5.1307541
-8.2300933	4.0282769
-1.5233006	-4.414311
-8.5254683	4.0480164
-1.5365974	-5.7398635
-0.7638249	-5.2894797
-1.5260159	-4.2451966
-1.7582486	-3.843617
-0.9438642	-3.9400314
-1.6136272	-4.5745557
-7.4457082	3.1379831
-8.198077	3.0779757
-8.0609461	4.3317019
-8.0915917	3.7332398
-2.1824368	-4.3881164
-1.5746674	-4.7183241
-2.0883597	-4.5225157
-8.1949118	4.1114869
-8.3587122	3.6897495
-1.1497208	-4.3018648
